location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123307393, 20120119, 705FCC2160490C898F932B66ACBD1441, 5.0, 4.5, Staff0rdDave, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123298683, 20120119, 82B5FCEBCDD7B6D48DF7F162D6A3D22D, 5.0, 4.5, DavidL771, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123234212, 20120117, 3377364ED4A420BC4156BCC4CE82BF0A, 5.0, 4.5, gradiacz, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123154132, 20120116, EBA46C8614036091A4BF53DACB599491, 5.0, 4.5, sylvie p, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123135316, 20120115, 45B3EC07D79DB1E9124184B0235B2A7E, 5.0, 4.5, AustraliansinCanada, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123121118, 20120115, 7994CD11BFF90F0045CBC4F4FFD116CF, 2.0, 4.5, sotirisk665, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123105534, 20120115, E0A87B3490CB0EEEC52C37FDD5582EF7, 4.0, 4.5, CarolineHampshire, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123078418, 20120114, A3984CA2665B0795DA009681E2D29AAE, 5.0, 4.5, Fireysway, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123076493, 20120114, 2D515697466386927CE07A06F765B47C, 5.0, 4.5, DK-Reiziger, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
Hungarian State Opera House (Magyar Allami Operahaz), Sights & Landmarks & Concerts & Shows & Operas & Architectural Buildings & More, #lat#, #lng#, 123068379, 20120114, A3BC41A0852692BD3D129EF5E653ACB7, 4.0, 4.5, Ravenna2006, /Attraction_Review-g274887-d276812-Reviews-Hungarian_State_Opera_House_Magyar_Allami_Operahaz-Budapest_Central_Hungary.html
