location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 608129959, 20180819, A9C15D7434FC13388E03ED69BE82F23C, 4.0, 4.5, lilxmo, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 608020756, 20180819, E1EAEC77716E85923938069140CFF046, 5.0, 4.5, ZCashin2014, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 608009752, 20180819, E38437ABFB230363857A919E73C59E18, 5.0, 4.5, fatmiram2017, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607996348, 20180819, 0567B98478FC018A95940E5955B9A065, 5.0, 4.5, jessicak633, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607989227, 20180819, 106FF9BF38678E73E35EE613EF8DE1C4, 5.0, 4.5, theronans222, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607950161, 20180819, 1ACF47A6E12306085930936C313B5BCA, 5.0, 4.5, Oliensunny5644, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607787857, 20180818, E74D626952EE265F35AAC82A887ED768, 5.0, 4.5, 805mele, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607765533, 20180818, 56757DB63B8578EF688C349C22DCDB75, 5.0, 4.5, alisonlai, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607649369, 20180818, 2A8DBE22D33AA9703FFCB323ABAB7341, 5.0, 4.5, PaporiR, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
Halaszbastya, Sights & Landmarks & Points of Interest & Landmarks & Historic Sites, #lat#, #lng#, 607574746, 20180818, 5BB7DA4720EFA5B312FC9295ACC74BE7, 5.0, 4.5, Nicole v, /Attraction_Review-g274887-d276803-Reviews-Halaszbastya-Budapest_Central_Hungary.html
