location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 702813591, 20190825, B926125375E1F5974E3F0F4051B3985D, 2.0, 3.0, Silviastremina, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 700293554, 20190818, 3C76242E6CF3E50150164CD9B479B456, 1.0, 3.0, ABE11111, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 699167867, 20190815, B51D8F8A0AAC596B7D54679595074072, 2.0, 3.0, J385BXmarcor, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 663930514, 20190405, 40CDE8D12B1F0E819CF73E106F913767, 3.0, 3.0, Motling, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 633236942, 20181113, 58267A4D8B3A446A39A0ABA06EF62355, 4.0, 3.0, silvio s, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 615332441, 20180910, BAE53B7A2E2DB1C48D27E82F74E91BF5, 2.0, 3.0, patrizio l, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 614734007, 20180907, DCB3B48BB97A66E302E91F30BCC9B000, 2.0, 3.0, Marinella G, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 612529564, 20180831, 29EFF5C9DF57E8B216E7F69DAAD84AD5, 3.0, 3.0, incognitox1981, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 612358096, 20180830, DBB6949CE39A7062965D02AE03D2ED2A, 3.0, 3.0, Riccardo C, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
Diamanti Beach Village, Water & Amusement Parks & Water Parks, #lat#, #lng#, 610628683, 20180826, 61B6998AA390082932FA9E4BE05EF4D1, 2.0, 3.0, Violetdark, /Attraction_Review-g194732-d12839805-Reviews-Diamanti_Beach_Village-Cesenatico_Province_of_Forli_Cesena_Emilia_Romagna.html
